model,params,accuracy,train_time
RF,"T:10, D:3",0.6690147130753934,44.40284252166748
RF,"T:10, D:6",0.6910385077230853,29.784328937530518
RF,"T:50, D:3",0.6755471138546639,39.763829469680786
RF,"T:50, D:6",0.6940946573316054,65.75567388534546
GBT,"D:3, I:10",0.6847738770613836,63.283403158187866
GBT,"D:3, I:25",0.6906195962502663,156.340922832489
GBT,"D:6, I:10",0.7118269895617257,46.13205599784851
GBT,"D:6, I:25",0.724507392240379,100.47453689575195
