Feature,Importance
phq4_score,0.2525541716292911
social_level,0.08336254852045291
sleep_duration,0.1752948688600939
daily_steps,0.21322915744144721
covid_total,0.07587964261886732
gender_index,0.08202083343554158
race_index,0.1176587774943059
